message: Controller: Game Action: Games Time: 6579422 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 13336 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message:    at GameStore.DAL.Infrastructure.CombineRepositories.Concrete.GameCombineRepository.Find(Func`2 predicate) in E:\Repositories\T 4\GameStore\GameStore.Infrastructure\CombineRepositories\Concrete\GameCombineRepository.cs:line 41
   at GameStore.BLL.Services.Concrete.GameService.GetByKey(String key) in E:\Repositories\T 4\GameStore\GameStore.Application\Services\Concrete\GameService.cs:line 101 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/boston_crab_meat |              logger GameStore.BLL.Services.Abstract.IGameService |              callSite GameStore.BLL.Services.Concrete.GameService.GetByKey |             eventProperties: 
message: Controller: Game Action: Details Time: 26391 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/boston_crab_meat |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 4387 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 4448 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Edit Time: 4560 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/game_1/Update |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 4560 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/game_1/Update |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 4719 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Details Time: 4814 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/singaporean_hokkien_fried_mee |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 4814 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/singaporean_hokkien_fried_mee |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 4913 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 5026 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 5159 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 5286 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 9730 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 9798 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 9928 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Details Time: 10048 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/singaporean_hokkien_fried_mee |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 10048 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Game/singaporean_hokkien_fried_mee |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Edit Time: 10158 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/game_2/Update |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 10159 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games/game_2/Update |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 23598 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 23598 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 23598 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: GetGameCount Time: 23603 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: / |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
message: Controller: Game Action: Games Time: 23698 |              username: notauth:: |              serverName: localhost |              port: 59495 |              url: /Games |              logger GameStore.Web.Filters.LogAttribute |              callSite GameStore.Web.Filters.LogAttribute.OnActionExecuted |             eventProperties: 
